"case","event"
"case_435","start->vulnD|remoteAccess"
"case_435","vulnD|remoteAccess->serD|unassigned"
"case_435","serD|unassigned->vulnD|storage"
"case_435","vulnD|storage->vulnD|remoteAccess"
"case_435","vulnD|remoteAccess->vulnD|storage"
"case_435","vulnD|storage->vulnD|storage"
"case_435","vulnD|storage->serD|broadcast"
"case_435","serD|broadcast->vulnD|remoteAccess"
"case_435","vulnD|remoteAccess->vulnD|storage"
"case_435","vulnD|storage->serD|unassigned"
"case_435","serD|unassigned->vulnD|storage"
"case_435","vulnD|storage->serD|unassigned"
"case_435","serD|unassigned->vulnD|storage"
"case_435","vulnD|storage->vulnD|remoteAccess"
"case_435","vulnD|remoteAccess->serD|unassigned"
"case_435","serD|unassigned->vulnD|storage"
"case_435","vulnD|storage->serD|unassigned"
"case_435","serD|unassigned->vulnD|remoteAccess"
"case_435","vulnD|remoteAccess->vulnD|storage"
"case_435","vulnD|storage->serD|ATCcomm"
"case_435","serD|ATCcomm->serD|unassigned"
"case_435","serD|unassigned->vulnD|remoteAccess"
"case_435","vulnD|remoteAccess->vulnD|storage"
"case_435","vulnD|storage->serD|unassigned"
"case_435","serD|unassigned->vulnD|storage"
"case_435","vulnD|storage->serD|unassigned"
"case_435","serD|unassigned->vulnD|storage"
"case_435","vulnD|storage->acctManip|broadcast"
"case_435","acctManip|broadcast->end"
"case_436","start->serD|unassigned"
"case_436","serD|unassigned->vulnD|remoteAccess"
"case_436","vulnD|remoteAccess->vulnD|remoteAccess"
"case_436","vulnD|remoteAccess->vulnD|storage"
"case_436","vulnD|storage->vulnD|remoteAccess"
"case_436","vulnD|remoteAccess->vulnD|storage"
"case_436","vulnD|storage->serD|unassigned"
"case_436","serD|unassigned->serD|unassigned"
"case_436","serD|unassigned->vulnD|storage"
"case_436","vulnD|storage->vulnD|remoteAccess"
"case_436","vulnD|remoteAccess->serD|remoteAccess"
"case_436","serD|remoteAccess->serD|unassigned"
"case_436","serD|unassigned->vulnD|remoteAccess"
"case_436","vulnD|remoteAccess->vulnD|storage"
"case_436","vulnD|storage->end"
"case_437","start->vulnD|storage"
"case_437","vulnD|storage->vulnD|storage"
"case_437","vulnD|storage->vulnD|storage"
"case_437","vulnD|storage->end"
"case_438","start->vulnD|storage"
"case_438","vulnD|storage->vulnD|remoteAccess"
"case_438","vulnD|remoteAccess->vulnD|storage"
"case_438","vulnD|storage->vulnD|remoteAccess"
"case_438","vulnD|remoteAccess->serD|unassigned"
"case_438","serD|unassigned->vulnD|storage"
"case_438","vulnD|storage->vulnD|storage"
"case_438","vulnD|storage->serD|unassigned"
"case_438","serD|unassigned->vulnD|remoteAccess"
"case_438","vulnD|remoteAccess->vulnD|storage"
"case_438","vulnD|storage->vulnD|storage"
"case_438","vulnD|storage->vulnD|storage"
"case_438","vulnD|storage->vulnD|storage"
"case_438","vulnD|storage->vulnD|remoteAccess"
"case_438","vulnD|remoteAccess->vulnD|storage"
"case_438","vulnD|storage->serD|surveillance"
"case_438","serD|surveillance->vulnD|storage"
"case_438","vulnD|storage->serD|unassigned"
"case_438","serD|unassigned->vulnD|remoteAccess"
"case_438","vulnD|remoteAccess->serD|unassigned"
"case_438","serD|unassigned->vulnD|remoteAccess"
"case_438","vulnD|remoteAccess->acctManip|broadcast"
"case_438","acctManip|broadcast->end"
"case_439","start->serD|unassigned"
"case_439","serD|unassigned->vulnD|remoteAccess"
"case_439","vulnD|remoteAccess->vulnD|storage"
"case_439","vulnD|storage->serD|storage"
"case_439","serD|storage->vulnD|remoteAccess"
"case_439","vulnD|remoteAccess->serD|unassigned"
"case_439","serD|unassigned->vulnD|storage"
"case_439","vulnD|storage->serD|unassigned"
"case_439","serD|unassigned->vulnD|remoteAccess"
"case_439","vulnD|remoteAccess->vulnD|storage"
"case_439","vulnD|storage->vulnD|remoteAccess"
"case_439","vulnD|remoteAccess->vulnD|storage"
"case_439","vulnD|storage->vulnD|remoteAccess"
"case_439","vulnD|remoteAccess->vulnD|storage"
"case_439","vulnD|storage->vulnD|remoteAccess"
"case_439","vulnD|remoteAccess->end"
"case_440","start->vulnD|storage"
"case_440","vulnD|storage->vulnD|storage"
"case_440","vulnD|storage->vulnD|storage"
"case_440","vulnD|storage->vulnD|remoteAccess"
"case_440","vulnD|remoteAccess->vulnD|storage"
"case_440","vulnD|storage->serD|unassigned"
"case_440","serD|unassigned->vulnD|storage"
"case_440","vulnD|storage->vulnD|remoteAccess"
"case_440","vulnD|remoteAccess->vulnD|remoteAccess"
"case_440","vulnD|remoteAccess->serD|unassigned"
"case_440","serD|unassigned->vulnD|storage"
"case_440","vulnD|storage->serD|remoteAccess"
"case_440","serD|remoteAccess->vulnD|storage"
"case_440","vulnD|storage->vulnD|remoteAccess"
"case_440","vulnD|remoteAccess->vulnD|storage"
"case_440","vulnD|storage->serD|storage"
"case_440","serD|storage->vulnD|storage"
"case_440","vulnD|storage->vulnD|storage"
"case_440","vulnD|storage->serD|unassigned"
"case_440","serD|unassigned->serD|unassigned"
"case_440","serD|unassigned->vulnD|storage"
"case_440","vulnD|storage->serD|unassigned"
"case_440","serD|unassigned->acctManip|broadcast"
"case_440","acctManip|broadcast->end"
"case_441","start->vulnD|storage"
"case_441","vulnD|storage->vulnD|remoteAccess"
"case_441","vulnD|remoteAccess->serD|unassigned"
"case_441","serD|unassigned->vulnD|remoteAccess"
"case_441","vulnD|remoteAccess->serD|surveillance"
"case_441","serD|surveillance->vulnD|storage"
"case_441","vulnD|storage->serD|unassigned"
"case_441","serD|unassigned->vulnD|storage"
"case_441","vulnD|storage->vulnD|remoteAccess"
"case_441","vulnD|remoteAccess->vulnD|storage"
"case_441","vulnD|storage->vulnD|remoteAccess"
"case_441","vulnD|remoteAccess->vulnD|storage"
"case_441","vulnD|storage->vulnD|remoteAccess"
"case_441","vulnD|remoteAccess->vulnD|storage"
"case_441","vulnD|storage->vulnD|remoteAccess"
"case_441","vulnD|remoteAccess->end"
"case_442","start->vulnD|remoteAccess"
"case_442","vulnD|remoteAccess->vulnD|remoteAccess"
"case_442","vulnD|remoteAccess->vulnD|storage"
"case_442","vulnD|storage->serD|unassigned"
"case_442","serD|unassigned->vulnD|storage"
"case_442","vulnD|storage->vulnD|remoteAccess"
"case_442","vulnD|remoteAccess->serD|unassigned"
"case_442","serD|unassigned->vulnD|remoteAccess"
"case_442","vulnD|remoteAccess->serD|unassigned"
"case_442","serD|unassigned->vulnD|remoteAccess"
"case_442","vulnD|remoteAccess->vulnD|storage"
"case_442","vulnD|storage->vulnD|storage"
"case_442","vulnD|storage->vulnD|remoteAccess"
"case_442","vulnD|remoteAccess->serD|unassigned"
"case_442","serD|unassigned->vulnD|storage"
"case_442","vulnD|storage->vulnD|remoteAccess"
"case_442","vulnD|remoteAccess->vulnD|remoteAccess"
"case_442","vulnD|remoteAccess->vulnD|remoteAccess"
"case_442","vulnD|remoteAccess->serD|unassigned"
"case_442","serD|unassigned->vulnD|storage"
"case_442","vulnD|storage->acctManip|broadcast"
"case_442","acctManip|broadcast->end"
"case_443","start->vulnD|storage"
"case_443","vulnD|storage->vulnD|storage"
"case_443","vulnD|storage->vulnD|storage"
"case_443","vulnD|storage->vulnD|storage"
"case_443","vulnD|storage->vulnD|storage"
"case_443","vulnD|storage->vulnD|storage"
"case_443","vulnD|storage->serD|unassigned"
"case_443","serD|unassigned->vulnD|storage"
"case_443","vulnD|storage->vulnD|remoteAccess"
"case_443","vulnD|remoteAccess->infoD|nameserver"
"case_443","infoD|nameserver->acctManip|broadcast"
"case_443","acctManip|broadcast->end"
"case_444","start->vulnD|remoteAccess"
"case_444","vulnD|remoteAccess->serD|unassigned"
"case_444","serD|unassigned->vulnD|remoteAccess"
"case_444","vulnD|remoteAccess->vulnD|remoteAccess"
"case_444","vulnD|remoteAccess->end"
"case_445","start->vulnD|storage"
"case_445","vulnD|storage->vulnD|storage"
"case_445","vulnD|storage->vulnD|storage"
"case_445","vulnD|storage->hostD|wireless"
"case_445","hostD|wireless->serD|remoteAccess"
"case_445","serD|remoteAccess->infoD|unassigned"
"case_445","infoD|unassigned->exfil|unassigned"
"case_445","exfil|unassigned->end"
"case_446","start->vulnD|storage"
"case_446","vulnD|storage->vulnD|remoteAccess"
"case_446","vulnD|remoteAccess->exfil|unassigned"
"case_446","exfil|unassigned->end"
"case_447","start->vulnD|storage"
"case_447","vulnD|storage->serD|storage"
"case_447","serD|storage->vulnD|remoteAccess"
"case_447","vulnD|remoteAccess->vulnD|storage"
"case_447","vulnD|storage->vulnD|remoteAccess"
"case_447","vulnD|remoteAccess->serD|unassigned"
"case_447","serD|unassigned->vulnD|storage"
"case_447","vulnD|storage->vulnD|remoteAccess"
"case_447","vulnD|remoteAccess->vulnD|storage"
"case_447","vulnD|storage->serD|ATCcomm"
"case_447","serD|ATCcomm->vulnD|remoteAccess"
"case_447","vulnD|remoteAccess->serD|unassigned"
"case_447","serD|unassigned->vulnD|storage"
"case_447","vulnD|storage->acctManip|broadcast"
"case_447","acctManip|broadcast->end"
"case_448","start->vulnD|remoteAccess"
"case_448","vulnD|remoteAccess->vulnD|storage"
"case_448","vulnD|storage->vulnD|remoteAccess"
"case_448","vulnD|remoteAccess->serD|unassigned"
"case_448","serD|unassigned->vulnD|storage"
"case_448","vulnD|storage->serD|unassigned"
"case_448","serD|unassigned->vulnD|remoteAccess"
"case_448","vulnD|remoteAccess->vulnD|storage"
"case_448","vulnD|storage->serD|ATCcomm"
"case_448","serD|ATCcomm->vulnD|storage"
"case_448","vulnD|storage->vulnD|storage"
"case_448","vulnD|storage->vulnD|remoteAccess"
"case_448","vulnD|remoteAccess->serD|unassigned"
"case_448","serD|unassigned->vulnD|storage"
"case_448","vulnD|storage->serD|storage"
"case_448","serD|storage->end"
"case_449","start->vulnD|remoteAccess"
"case_449","vulnD|remoteAccess->vulnD|storage"
"case_449","vulnD|storage->vulnD|remoteAccess"
"case_449","vulnD|remoteAccess->vulnD|storage"
"case_449","vulnD|storage->vulnD|storage"
"case_449","vulnD|storage->vulnD|remoteAccess"
"case_449","vulnD|remoteAccess->serD|unassigned"
"case_449","serD|unassigned->vulnD|storage"
"case_449","vulnD|storage->serD|unassigned"
"case_449","serD|unassigned->vulnD|remoteAccess"
"case_449","vulnD|remoteAccess->vulnD|storage"
"case_449","vulnD|storage->vulnD|storage"
"case_449","vulnD|storage->serD|surveillance"
"case_449","serD|surveillance->vulnD|storage"
"case_449","vulnD|storage->vulnD|remoteAccess"
"case_449","vulnD|remoteAccess->vulnD|storage"
"case_449","vulnD|storage->serD|unassigned"
"case_449","serD|unassigned->vulnD|remoteAccess"
"case_449","vulnD|remoteAccess->serD|unassigned"
"case_449","serD|unassigned->vulnD|storage"
"case_449","vulnD|storage->vulnD|remoteAccess"
"case_449","vulnD|remoteAccess->acctManip|broadcast"
"case_449","acctManip|broadcast->end"
"case_450","start->vulnD|storage"
"case_450","vulnD|storage->vulnD|remoteAccess"
"case_450","vulnD|remoteAccess->serD|unassigned"
"case_450","serD|unassigned->vulnD|remoteAccess"
"case_450","vulnD|remoteAccess->serD|remoteAccess"
"case_450","serD|remoteAccess->vulnD|storage"
"case_450","vulnD|storage->serD|unassigned"
"case_450","serD|unassigned->vulnD|storage"
"case_450","vulnD|storage->vulnD|storage"
"case_450","vulnD|storage->infoD|nameserver"
"case_450","infoD|nameserver->acctManip|broadcast"
"case_450","acctManip|broadcast->end"
"case_451","start->vulnD|storage"
"case_451","vulnD|storage->vulnD|remoteAccess"
"case_451","vulnD|remoteAccess->vulnD|storage"
"case_451","vulnD|storage->vulnD|remoteAccess"
"case_451","vulnD|remoteAccess->vulnD|remoteAccess"
"case_451","vulnD|remoteAccess->hostD|http(s)"
"case_451","hostD|http(s)->end"
"case_452","start->serD|storage"
"case_452","serD|storage->vulnD|storage"
"case_452","vulnD|storage->vulnD|remoteAccess"
"case_452","vulnD|remoteAccess->serD|voip"
"case_452","serD|voip->serD|voip"
"case_452","serD|voip->hostD|remoteAccess"
"case_452","hostD|remoteAccess->serD|remoteAccess"
"case_452","serD|remoteAccess->vulnD|voip"
"case_452","vulnD|voip->vulnD|storage"
"case_452","vulnD|storage->vulnD|storage"
"case_452","vulnD|storage->serD|unassigned"
"case_452","serD|unassigned->vulnD|storage"
"case_452","vulnD|storage->vulnD|storage"
"case_452","vulnD|storage->vulnD|storage"
"case_452","vulnD|storage->serD|unassigned"
"case_452","serD|unassigned->vulnD|remoteAccess"
"case_452","vulnD|remoteAccess->vulnD|storage"
"case_452","vulnD|storage->vulnD|remoteAccess"
"case_452","vulnD|remoteAccess->vulnD|storage"
"case_452","vulnD|storage->vulnD|storage"
"case_452","vulnD|storage->vulnD|remoteAccess"
"case_452","vulnD|remoteAccess->serD|storage"
"case_452","serD|storage->vulnD|storage"
"case_452","vulnD|storage->vulnD|storage"
"case_452","vulnD|storage->serD|unassigned"
"case_452","serD|unassigned->acctManip|broadcast"
"case_452","acctManip|broadcast->end"
"case_453","start->vulnD|remoteAccess"
"case_453","vulnD|remoteAccess->vulnD|storage"
"case_453","vulnD|storage->vulnD|storage"
"case_453","vulnD|storage->serD|unassigned"
"case_453","serD|unassigned->vulnD|storage"
"case_453","vulnD|storage->vulnD|storage"
"case_453","vulnD|storage->vulnD|storage"
"case_453","vulnD|storage->vulnD|remoteAccess"
"case_453","vulnD|remoteAccess->acctManip|broadcast"
"case_453","acctManip|broadcast->end"
"case_454","start->vulnD|remoteAccess"
"case_454","vulnD|remoteAccess->vulnD|storage"
"case_454","vulnD|storage->vulnD|remoteAccess"
"case_454","vulnD|remoteAccess->vulnD|storage"
"case_454","vulnD|storage->hostD|http(s)"
"case_454","hostD|http(s)->end"
"case_455","start->serD|unassigned"
"case_455","serD|unassigned->vulnD|remoteAccess"
"case_455","vulnD|remoteAccess->vulnD|remoteAccess"
"case_455","vulnD|remoteAccess->vulnD|storage"
"case_455","vulnD|storage->vulnD|storage"
"case_455","vulnD|storage->serD|broadcast"
"case_455","serD|broadcast->vulnD|storage"
"case_455","vulnD|storage->vulnD|storage"
"case_455","vulnD|storage->vulnD|storage"
"case_455","vulnD|storage->serD|unassigned"
"case_455","serD|unassigned->vulnD|remoteAccess"
"case_455","vulnD|remoteAccess->vulnD|storage"
"case_455","vulnD|storage->serD|unassigned"
"case_455","serD|unassigned->vulnD|storage"
"case_455","vulnD|storage->vulnD|remoteAccess"
"case_455","vulnD|remoteAccess->serD|unassigned"
"case_455","serD|unassigned->vulnD|remoteAccess"
"case_455","vulnD|remoteAccess->serD|unassigned"
"case_455","serD|unassigned->vulnD|storage"
"case_455","vulnD|storage->serD|storage"
"case_455","serD|storage->vulnD|storage"
"case_455","vulnD|storage->vulnD|remoteAccess"
"case_455","vulnD|remoteAccess->serD|surveillance"
"case_455","serD|surveillance->vulnD|remoteAccess"
"case_455","vulnD|remoteAccess->acctManip|broadcast"
"case_455","acctManip|broadcast->end"
"case_456","start->vulnD|storage"
"case_456","vulnD|storage->vulnD|storage"
"case_456","vulnD|storage->vulnD|remoteAccess"
"case_456","vulnD|remoteAccess->vulnD|remoteAccess"
"case_456","vulnD|remoteAccess->vulnD|storage"
"case_456","vulnD|storage->vulnD|remoteAccess"
"case_456","vulnD|remoteAccess->vulnD|storage"
"case_456","vulnD|storage->vulnD|storage"
"case_456","vulnD|storage->vulnD|storage"
"case_456","vulnD|storage->vulnD|remoteAccess"
"case_456","vulnD|remoteAccess->acctManip|broadcast"
"case_456","acctManip|broadcast->end"
"case_457","start->infoD|nameserver"
"case_457","infoD|nameserver->vulnD|storage"
"case_457","vulnD|storage->vulnD|remoteAccess"
"case_457","vulnD|remoteAccess->vulnD|remoteAccess"
"case_457","vulnD|remoteAccess->serD|unassigned"
"case_457","serD|unassigned->end"
"case_458","start->vulnD|remoteAccess"
"case_458","vulnD|remoteAccess->vulnD|storage"
"case_458","vulnD|storage->vulnD|storage"
"case_458","vulnD|storage->serD|unassigned"
"case_458","serD|unassigned->vulnD|remoteAccess"
"case_458","vulnD|remoteAccess->vulnD|storage"
"case_458","vulnD|storage->vulnD|storage"
"case_458","vulnD|storage->vulnD|remoteAccess"
"case_458","vulnD|remoteAccess->serD|unassigned"
"case_458","serD|unassigned->vulnD|storage"
"case_458","vulnD|storage->vulnD|storage"
"case_458","vulnD|storage->vulnD|storage"
"case_458","vulnD|storage->serD|unassigned"
"case_458","serD|unassigned->vulnD|storage"
"case_458","vulnD|storage->serD|unassigned"
"case_458","serD|unassigned->vulnD|storage"
"case_458","vulnD|storage->vulnD|storage"
"case_458","vulnD|storage->vulnD|storage"
"case_458","vulnD|storage->serD|unassigned"
"case_458","serD|unassigned->vulnD|storage"
"case_458","vulnD|storage->serD|unassigned"
"case_458","serD|unassigned->vulnD|remoteAccess"
"case_458","vulnD|remoteAccess->acctManip|broadcast"
"case_458","acctManip|broadcast->end"
"case_459","start->vulnD|storage"
"case_459","vulnD|storage->serD|unassigned"
"case_459","serD|unassigned->vulnD|storage"
"case_459","vulnD|storage->serD|unassigned"
"case_459","serD|unassigned->vulnD|storage"
"case_459","vulnD|storage->serD|unassigned"
"case_459","serD|unassigned->vulnD|storage"
"case_459","vulnD|storage->vulnD|storage"
"case_459","vulnD|storage->vulnD|storage"
"case_459","vulnD|storage->vulnD|remoteAccess"
"case_459","vulnD|remoteAccess->vulnD|remoteAccess"
"case_459","vulnD|remoteAccess->serD|unassigned"
"case_459","serD|unassigned->vulnD|storage"
"case_459","vulnD|storage->vulnD|storage"
"case_459","vulnD|storage->end"
"case_460","start->vulnD|remoteAccess"
"case_460","vulnD|remoteAccess->vulnD|storage"
"case_460","vulnD|storage->serD|ATCcomm"
"case_460","serD|ATCcomm->vulnD|storage"
"case_460","vulnD|storage->vulnD|remoteAccess"
"case_460","vulnD|remoteAccess->serD|ATCcomm"
"case_460","serD|ATCcomm->vulnD|storage"
"case_460","vulnD|storage->vulnD|storage"
"case_460","vulnD|storage->vulnD|storage"
"case_460","vulnD|storage->vulnD|storage"
"case_460","vulnD|storage->serD|unassigned"
"case_460","serD|unassigned->vulnD|storage"
"case_460","vulnD|storage->vulnD|remoteAccess"
"case_460","vulnD|remoteAccess->vulnD|storage"
"case_460","vulnD|storage->serD|unassigned"
"case_460","serD|unassigned->vulnD|remoteAccess"
"case_460","vulnD|remoteAccess->serD|unassigned"
"case_460","serD|unassigned->vulnD|storage"
"case_460","vulnD|storage->vulnD|storage"
"case_460","vulnD|storage->vulnD|storage"
"case_460","vulnD|storage->vulnD|remoteAccess"
"case_460","vulnD|remoteAccess->serD|ATCcomm"
"case_460","serD|ATCcomm->serD|unassigned"
"case_460","serD|unassigned->vulnD|storage"
"case_460","vulnD|storage->acctManip|broadcast"
"case_460","acctManip|broadcast->end"
"case_461","start->vulnD|storage"
"case_461","vulnD|storage->serD|unassigned"
"case_461","serD|unassigned->vulnD|remoteAccess"
"case_461","vulnD|remoteAccess->vulnD|remoteAccess"
"case_461","vulnD|remoteAccess->vulnD|storage"
"case_461","vulnD|storage->serD|unassigned"
"case_461","serD|unassigned->vulnD|storage"
"case_461","vulnD|storage->vulnD|storage"
"case_461","vulnD|storage->vulnD|remoteAccess"
"case_461","vulnD|remoteAccess->vulnD|storage"
"case_461","vulnD|storage->vulnD|remoteAccess"
"case_461","vulnD|remoteAccess->infoD|nameserver"
"case_461","infoD|nameserver->acctManip|broadcast"
"case_461","acctManip|broadcast->end"
"case_462","start->vulnD|storage"
"case_462","vulnD|storage->vulnD|remoteAccess"
"case_462","vulnD|remoteAccess->vulnD|storage"
"case_462","vulnD|storage->vulnD|storage"
"case_462","vulnD|storage->vulnD|storage"
"case_462","vulnD|storage->vulnD|remoteAccess"
"case_462","vulnD|remoteAccess->end"
"case_463","start->serD|remoteAccess"
"case_463","serD|remoteAccess->vulnD|remoteAccess"
"case_463","vulnD|remoteAccess->serD|remoteAccess"
"case_463","serD|remoteAccess->vulnD|storage"
"case_463","vulnD|storage->vulnD|remoteAccess"
"case_463","vulnD|remoteAccess->vulnD|storage"
"case_463","vulnD|storage->serD|unassigned"
"case_463","serD|unassigned->vulnD|storage"
"case_463","vulnD|storage->serD|unassigned"
"case_463","serD|unassigned->vulnD|storage"
"case_463","vulnD|storage->vulnD|remoteAccess"
"case_463","vulnD|remoteAccess->serD|unassigned"
"case_463","serD|unassigned->vulnD|remoteAccess"
"case_463","vulnD|remoteAccess->serD|storage"
"case_463","serD|storage->vulnD|remoteAccess"
"case_463","vulnD|remoteAccess->vulnD|storage"
"case_463","vulnD|storage->serD|unassigned"
"case_463","serD|unassigned->vulnD|storage"
"case_463","vulnD|storage->vulnD|storage"
"case_463","vulnD|storage->serD|unassigned"
"case_463","serD|unassigned->vulnD|storage"
"case_463","vulnD|storage->vulnD|remoteAccess"
"case_463","vulnD|remoteAccess->acctManip|broadcast"
"case_463","acctManip|broadcast->end"
"case_464","start->vulnD|storage"
"case_464","vulnD|storage->vulnD|remoteAccess"
"case_464","vulnD|remoteAccess->vulnD|remoteAccess"
"case_464","vulnD|remoteAccess->vulnD|storage"
"case_464","vulnD|storage->vulnD|storage"
"case_464","vulnD|storage->vulnD|storage"
"case_464","vulnD|storage->serD|unassigned"
"case_464","serD|unassigned->vulnD|remoteAccess"
"case_464","vulnD|remoteAccess->acctManip|broadcast"
"case_464","acctManip|broadcast->end"
"case_465","start->vulnD|remoteAccess"
"case_465","vulnD|remoteAccess->vulnD|storage"
"case_465","vulnD|storage->serD|ATCcomm"
"case_465","serD|ATCcomm->vulnD|storage"
"case_465","vulnD|storage->vulnD|storage"
"case_465","vulnD|storage->end"
"case_466","start->serD|ATCcomm"
"case_466","serD|ATCcomm->vulnD|remoteAccess"
"case_466","vulnD|remoteAccess->vulnD|storage"
"case_466","vulnD|storage->vulnD|remoteAccess"
"case_466","vulnD|remoteAccess->vulnD|storage"
"case_466","vulnD|storage->vulnD|storage"
"case_466","vulnD|storage->serD|unassigned"
"case_466","serD|unassigned->serD|unassigned"
"case_466","serD|unassigned->vulnD|storage"
"case_466","vulnD|storage->vulnD|storage"
"case_466","vulnD|storage->vulnD|storage"
"case_466","vulnD|storage->serD|unassigned"
"case_466","serD|unassigned->vulnD|remoteAccess"
"case_466","vulnD|remoteAccess->serD|unassigned"
"case_466","serD|unassigned->vulnD|remoteAccess"
"case_466","vulnD|remoteAccess->vulnD|storage"
"case_466","vulnD|storage->serD|unassigned"
"case_466","serD|unassigned->vulnD|storage"
"case_466","vulnD|storage->serD|unassigned"
"case_466","serD|unassigned->vulnD|remoteAccess"
"case_466","vulnD|remoteAccess->serD|unassigned"
"case_466","serD|unassigned->vulnD|storage"
"case_466","vulnD|storage->acctManip|broadcast"
"case_466","acctManip|broadcast->end"
"case_467","start->vulnD|remoteAccess"
"case_467","vulnD|remoteAccess->serD|unassigned"
"case_467","serD|unassigned->vulnD|storage"
"case_467","vulnD|storage->vulnD|storage"
"case_467","vulnD|storage->vulnD|storage"
"case_467","vulnD|storage->serD|unassigned"
"case_467","serD|unassigned->vulnD|storage"
"case_467","vulnD|storage->vulnD|storage"
"case_467","vulnD|storage->vulnD|remoteAccess"
"case_467","vulnD|remoteAccess->acctManip|broadcast"
"case_467","acctManip|broadcast->end"
"case_468","start->infoD|nameserver"
"case_468","infoD|nameserver->vulnD|remoteAccess"
"case_468","vulnD|remoteAccess->serD|unassigned"
"case_468","serD|unassigned->vulnD|storage"
"case_468","vulnD|storage->vulnD|remoteAccess"
"case_468","vulnD|remoteAccess->vulnD|storage"
"case_468","vulnD|storage->serD|unassigned"
"case_468","serD|unassigned->end"
"case_469","start->vulnD|remoteAccess"
"case_469","vulnD|remoteAccess->vulnD|storage"
"case_469","vulnD|storage->serD|unassigned"
"case_469","serD|unassigned->vulnD|storage"
"case_469","vulnD|storage->vulnD|storage"
"case_469","vulnD|storage->vulnD|storage"
"case_469","vulnD|storage->serD|unassigned"
"case_469","serD|unassigned->vulnD|storage"
"case_469","vulnD|storage->vulnD|storage"
"case_469","vulnD|storage->serD|unassigned"
"case_469","serD|unassigned->vulnD|storage"
"case_469","vulnD|storage->vulnD|remoteAccess"
"case_469","vulnD|remoteAccess->serD|unassigned"
"case_469","serD|unassigned->vulnD|storage"
"case_469","vulnD|storage->vulnD|storage"
"case_469","vulnD|storage->serD|surveillance"
"case_469","serD|surveillance->vulnD|storage"
"case_469","vulnD|storage->serD|unassigned"
"case_469","serD|unassigned->vulnD|storage"
"case_469","vulnD|storage->vulnD|remoteAccess"
"case_469","vulnD|remoteAccess->vulnD|storage"
"case_469","vulnD|storage->serD|unassigned"
"case_469","serD|unassigned->vulnD|remoteAccess"
"case_469","vulnD|remoteAccess->vulnD|storage"
"case_469","vulnD|storage->vulnD|storage"
"case_469","vulnD|storage->serD|unassigned"
"case_469","serD|unassigned->serD|ATCcomm"
"case_469","serD|ATCcomm->vulnD|storage"
"case_469","vulnD|storage->acctManip|broadcast"
"case_469","acctManip|broadcast->end"
"case_470","start->vulnD|remoteAccess"
"case_470","vulnD|remoteAccess->vulnD|storage"
"case_470","vulnD|storage->vulnD|storage"
"case_470","vulnD|storage->vulnD|remoteAccess"
"case_470","vulnD|remoteAccess->vulnD|storage"
"case_470","vulnD|storage->vulnD|storage"
"case_470","vulnD|storage->vulnD|storage"
"case_470","vulnD|storage->serD|unassigned"
"case_470","serD|unassigned->vulnD|remoteAccess"
"case_470","vulnD|remoteAccess->acctManip|broadcast"
"case_470","acctManip|broadcast->end"
"case_471","start->serD|unassigned"
"case_471","serD|unassigned->infoD|unassigned"
"case_471","infoD|unassigned->vulnD|remoteAccess"
"case_471","vulnD|remoteAccess->serD|storage"
"case_471","serD|storage->vulnD|remoteAccess"
"case_471","vulnD|remoteAccess->infoD|unassigned"
"case_471","infoD|unassigned->infoD|unassigned"
"case_471","infoD|unassigned->vulnD|remoteAccess"
"case_471","vulnD|remoteAccess->hostD|http(s)"
"case_471","hostD|http(s)->vulnD|http(s)"
"case_471","vulnD|http(s)->end"
"case_472","start->vulnD|remoteAccess"
"case_472","vulnD|remoteAccess->vulnD|storage"
"case_472","vulnD|storage->vulnD|remoteAccess"
"case_472","vulnD|remoteAccess->serD|unassigned"
"case_472","serD|unassigned->vulnD|storage"
"case_472","vulnD|storage->serD|broadcast"
"case_472","serD|broadcast->vulnD|storage"
"case_472","vulnD|storage->serD|storage"
"case_472","serD|storage->serD|unassigned"
"case_472","serD|unassigned->vulnD|remoteAccess"
"case_472","vulnD|remoteAccess->vulnD|remoteAccess"
"case_472","vulnD|remoteAccess->vulnD|storage"
"case_472","vulnD|storage->vulnD|storage"
"case_472","vulnD|storage->vulnD|storage"
"case_472","vulnD|storage->vulnD|storage"
"case_472","vulnD|storage->vulnD|storage"
"case_472","vulnD|storage->vulnD|remoteAccess"
"case_472","vulnD|remoteAccess->serD|unassigned"
"case_472","serD|unassigned->vulnD|remoteAccess"
"case_472","vulnD|remoteAccess->acctManip|broadcast"
"case_472","acctManip|broadcast->end"
"case_473","start->serD|unassigned"
"case_473","serD|unassigned->vulnD|storage"
"case_473","vulnD|storage->serD|unassigned"
"case_473","serD|unassigned->vulnD|storage"
"case_473","vulnD|storage->serD|unassigned"
"case_473","serD|unassigned->vulnD|storage"
"case_473","vulnD|storage->vulnD|storage"
"case_473","vulnD|storage->vulnD|remoteAccess"
"case_473","vulnD|remoteAccess->acctManip|broadcast"
"case_473","acctManip|broadcast->end"
"case_474","start->infoD|nameserver"
"case_474","infoD|nameserver->vulnD|storage"
"case_474","vulnD|storage->vulnD|remoteAccess"
"case_474","vulnD|remoteAccess->serD|unassigned"
"case_474","serD|unassigned->vulnD|remoteAccess"
"case_474","vulnD|remoteAccess->vulnD|storage"
"case_474","vulnD|storage->end"
"case_475","start->vulnD|remoteAccess"
"case_475","vulnD|remoteAccess->vulnD|storage"
